data\FER\train\happy\Training_10265501.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\008-01.png,train
data\FER\train\happy\Training_1027250.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\008-02.png,train
data\FER\train\happy\Training_10288829.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\009-00.png,train
data\FER\train\happy\Training_10290756.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\009-01.png,train
data\FER\train\happy\Training_10313464.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\009-02.png,train
data\FER\train\happy\Training_10348116.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\010-00.png,train
data\FER\train\happy\Training_10361011.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\010-01.png,train
data\FER\train\happy\Training_10367793.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\010-02.png,train
data\FER\train\happy\Training_10391066.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\011-00.png,train
data\FER\train\happy\Training_1041361.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\011-01.png,train
data\FER\train\happy\Training_10422282.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\011-02.png,train
data\FER\train\happy\Training_10425802.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\012-00.png,train
data\FER\train\happy\Training_10435640.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\012-01.png,train
data\FER\train\happy\Training_10437958.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\012-02.png,train
data\FER\train\happy\Training_10441891.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\013-00.png,train
data\FER\train\happy\Training_10465648.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\013-01.png,train
data\FER\train\happy\Training_10467131.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\013-02.png,train
data\FER\train\happy\Training_10474350.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\014-00.png,train
data\FER\train\happy\Training_10499284.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\014-01.png,train
data\FER\train\happy\Training_10552916.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\014-02.png,train
data\FER\train\happy\Training_10556356.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\015-00.png,train
data\FER\train\happy\Training_10558261.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\015-01.png,train
data\FER\train\happy\Training_10558819.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\015-02.png,train
data\FER\train\happy\Training_10571265.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\016-00.png,train
data\FER\train\happy\Training_10574339.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\016-01.png,train
data\FER\train\happy\Training_10577091.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\016-02.png,train
data\FER\train\happy\Training_10584734.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\017-00.png,train
data\FER\train\happy\Training_10586961.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\017-01.png,train
data\FER\train\happy\Training_10593443.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\017-02.png,train
data\FER\train\happy\Training_10599535.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\018-00.png,train
data\FER\train\happy\Training_10612911.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\018-01.png,train
data\FER\train\happy\Training_1065829.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\018-02.png,train
data\FER\train\happy\Training_10682646.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\019-00.png,train
data\FER\train\happy\Training_10700808.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\019-01.png,train
data\FER\train\happy\Training_10717931.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\019-02.png,train
data\FER\train\happy\Training_10722475.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\020-00.png,train
data\FER\train\happy\Training_10728619.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\020-01.png,train
data\FER\train\happy\Training_10758292.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\020-02.png,train
data\FER\train\happy\Training_10777307.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\021-00.png,train
data\FER\train\happy\Training_10810200.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\021-01.png,train
data\FER\train\happy\Training_10810671.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\021-02.png,train
data\FER\train\happy\Training_10827998.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\022-00.png,train
data\FER\train\happy\Training_10834907.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\022-01.png,train
data\FER\train\happy\Training_10838014.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\022-02.png,train
data\FER\train\happy\Training_10843255.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\023-00.png,train
data\FER\train\happy\Training_10917734.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\023-01.png,train
data\FER\train\happy\Training_10943853.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\023-02.png,train
data\FER\train\happy\Training_10960552.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\024-00.png,train
data\FER\train\happy\Training_10967459.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\024-01.png,train
data\FER\train\happy\Training_109676.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\024-02.png,train
data\FER\train\happy\Training_10974100.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\025-00.png,train
data\FER\train\happy\Training_11000538.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\025-01.png,train
data\FER\train\happy\Training_11008550.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\025-02.png,train
data\FER\train\happy\Training_11016029.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\026-00.png,train
data\FER\train\happy\Training_11019553.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\026-01.png,train
data\FER\train\happy\Training_11022009.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\026-02.png,train
data\FER\train\happy\Training_11031032.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\027-00.png,train
data\FER\train\happy\Training_11032256.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\027-01.png,train
data\FER\train\happy\Training_11039415.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\027-02.png,train
data\FER\train\happy\Training_11040917.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\028-00.png,train
data\FER\train\happy\Training_11046153.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\028-01.png,train
data\FER\train\happy\Training_11084967.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\028-02.png,train
data\FER\train\happy\Training_11094228.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\029-00.png,train
data\FER\train\happy\Training_11128308.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\029-01.png,train
data\FER\train\happy\Training_11149790.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\029-02.png,train
data\FER\train\happy\Training_11168767.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\030-00.png,train
data\FER\train\happy\Training_11181996.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\030-01.png,train
data\FER\train\happy\Training_11185664.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\030-02.png,train
data\FER\train\happy\Training_11188136.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\031-00.png,train
data\FER\train\happy\Training_11190890.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\031-01.png,train
data\FER\train\happy\Training_11204.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\031-02.png,train
data\FER\train\happy\Training_11205172.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\032-00.png,train
data\FER\train\happy\Training_11206878.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\032-01.png,train
data\FER\train\happy\Training_11210580.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\032-02.png,train
data\FER\train\happy\Training_11216019.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\033-00.png,train
data\FER\train\happy\Training_11223609.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\033-01.png,train
data\FER\train\happy\Training_1122712.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\033-02.png,train
data\FER\train\happy\Training_11240343.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\034-00.png,train
data\FER\train\happy\Training_11245840.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\034-01.png,train
data\FER\train\happy\Training_11270728.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\034-02.png,train
data\FER\train\happy\Training_11274463.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\035-00.png,train
data\FER\train\happy\Training_11277443.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\035-01.png,train
data\FER\train\happy\Training_11288571.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\035-02.png,train
data\FER\train\happy\Training_1129986.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\036-00.png,train
data\FER\train\happy\Training_11309380.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\036-01.png,train
data\FER\train\happy\Training_11339788.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\036-02.png,train
data\FER\train\happy\Training_11340610.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\037-00.png,train
data\FER\train\happy\Training_11375170.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\037-01.png,train
data\FER\train\happy\Training_11380605.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\037-02.png,train
data\FER\train\happy\Training_11398666.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\038-00.png,train
data\FER\train\happy\Training_11405943.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\038-01.png,train
data\FER\train\happy\Training_1142887.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\038-02.png,train
data\FER\train\happy\Training_11437739.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\039-00.png,train
data\FER\train\happy\Training_11438813.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\039-01.png,train
data\FER\train\happy\Training_11446805.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\039-02.png,train
data\FER\train\happy\Training_11446974.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\040-00.png,train
data\FER\train\happy\Training_11500165.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\040-01.png,train
data\FER\train\happy\Training_11504047.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\040-02.png,train
data\FER\train\happy\Training_11514199.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\041-00.png,train
data\FER\train\happy\Training_1151951.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\041-01.png,train
data\FER\train\happy\Training_11528413.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\041-02.png,train
data\FER\train\happy\Training_11530811.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\042-00.png,train
data\FER\train\happy\Training_11531343.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\042-01.png,train
data\FER\train\happy\Training_11542190.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\042-02.png,train
data\FER\train\happy\Training_11542220.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\043-00.png,train
data\FER\train\happy\Training_1154270.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\043-01.png,train
data\FER\train\happy\Training_1154381.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\043-02.png,train
data\FER\train\happy\Training_11544741.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\044-00.png,train
data\FER\train\happy\Training_11546384.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\044-01.png,train
data\FER\train\happy\Training_11546938.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\044-02.png,train
data\FER\train\happy\Training_1155391.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\045-00.png,train
data\FER\train\happy\Training_11556970.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\045-01.png,train
data\FER\train\happy\Training_11563477.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\045-02.png,train
data\FER\train\happy\Training_11582824.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\046-00.png,train
data\FER\train\happy\Training_1161132.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\046-01.png,train
data\FER\train\happy\Training_11643647.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\046-02.png,train
data\FER\train\happy\Training_11665151.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\047-00.png,train
data\FER\train\happy\Training_11673498.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\047-01.png,train
data\FER\train\happy\Training_11673528.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\047-02.png,train
data\FER\train\happy\Training_11679726.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\048-00.png,train
data\FER\train\happy\Training_11682748.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\048-01.png,train
data\FER\train\happy\Training_11683181.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\048-02.png,train
data\FER\train\happy\Training_11698867.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\049-00.png,train
data\FER\train\happy\Training_11717470.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\049-01.png,train
data\FER\train\happy\Training_11731379.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\049-02.png,train
data\FER\train\happy\Training_11735533.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\050-00.png,train
data\FER\train\happy\Training_11764783.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\050-01.png,train
data\FER\train\happy\Training_11767080.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\050-02.png,train
data\FER\train\happy\Training_11767725.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\051-00.png,train
data\FER\train\happy\Training_11777303.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\051-01.png,train
data\FER\train\happy\Training_11779317.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\051-02.png,train
data\FER\train\happy\Training_11793477.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\052-00.png,train
data\FER\train\happy\Training_11794387.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\052-01.png,train
data\FER\train\happy\Training_11798515.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\052-02.png,train
data\FER\train\happy\Training_11804569.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\053-00.png,train
data\FER\train\happy\Training_11819129.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\053-01.png,train
data\FER\train\happy\Training_11826511.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\053-02.png,train
data\FER\train\happy\Training_11865150.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\054-00.png,train
data\FER\train\happy\Training_11869640.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\054-01.png,train
data\FER\train\happy\Training_11887844.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\054-02.png,train
data\FER\train\happy\Training_11937472.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\055-00.png,train
data\FER\train\happy\Training_1193951.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\055-01.png,train
data\FER\train\happy\Training_1195432.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\055-02.png,train
data\FER\train\happy\Training_1196542.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\056-00.png,train
data\FER\train\happy\Training_11977629.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\056-01.png,train
data\FER\train\happy\Training_11986560.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\056-02.png,train
data\FER\train\happy\Training_12004750.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\057-00.png,train
data\FER\train\happy\Training_1201837.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\057-01.png,train
data\FER\train\happy\Training_12021702.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\057-02.png,train
data\FER\train\happy\Training_12040648.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\058-00.png,train
data\FER\train\happy\Training_12040779.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\058-01.png,train
data\FER\train\happy\Training_12042743.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\058-02.png,train
data\FER\train\happy\Training_12050002.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\059-00.png,train
data\FER\train\happy\Training_1206.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\059-01.png,train
data\FER\train\happy\Training_12072300.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\059-02.png,train
data\FER\train\happy\Training_12075476.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\060-00.png,train
data\FER\train\happy\Training_12076129.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\060-01.png,train
data\FER\train\happy\Training_12076274.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\060-02.png,train
data\FER\train\happy\Training_12080570.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\061-00.png,train
data\FER\train\happy\Training_12082059.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\061-01.png,train
data\FER\train\happy\Training_12084354.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\061-02.png,train
data\FER\train\happy\Training_12095943.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\062-00.png,train
data\FER\train\happy\Training_12109296.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\062-01.png,train
data\FER\train\happy\Training_12129551.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\062-02.png,train
data\FER\train\happy\Training_12140341.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\063-00.png,train
data\FER\train\happy\Training_1214649.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\063-01.png,train
data\FER\train\happy\Training_12147206.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\063-02.png,train
data\FER\train\happy\Training_12167063.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\064-00.png,train
data\FER\train\happy\Training_12198049.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\064-01.png,train
data\FER\train\happy\Training_12198698.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\064-02.png,train
data\FER\train\happy\Training_12213124.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\065-00.png,train
data\FER\train\happy\Training_1221706.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\065-01.png,train
data\FER\train\happy\Training_12219882.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\065-02.png,train
data\FER\train\happy\Training_1227261.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\066-00.png,train
data\FER\train\happy\Training_12291091.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\066-01.png,train
data\FER\train\happy\Training_12296994.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\066-02.png,train
data\FER\train\happy\Training_12302906.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\067-00.png,train
data\FER\train\happy\Training_123362.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\067-01.png,train
data\FER\train\happy\Training_12336656.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\067-02.png,train
data\FER\train\happy\Training_12347448.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\068-00.png,train
data\FER\train\happy\Training_12353100.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\068-01.png,train
data\FER\train\happy\Training_12375272.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\068-02.png,train
data\FER\train\happy\Training_12408131.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\069-00.png,train
data\FER\train\happy\Training_12450130.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\069-01.png,train
data\FER\train\happy\Training_12451187.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\069-02.png,train
data\FER\train\happy\Training_12484695.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\070-00.png,train
data\FER\train\happy\Training_12514490.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\070-01.png,train
data\FER\train\happy\Training_12546313.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\070-02.png,train
data\FER\train\happy\Training_12558365.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\071-00.png,train
data\FER\train\happy\Training_12564330.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\071-01.png,train
data\FER\train\happy\Training_12564595.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\071-02.png,train
data\FER\train\happy\Training_12580224.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\072-00.png,train
data\FER\train\happy\Training_12602800.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\072-01.png,train
data\FER\train\happy\Training_12625147.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\072-02.png,train
data\FER\train\happy\Training_12630394.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\073-00.png,train
data\FER\train\happy\Training_12632373.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\073-01.png,train
data\FER\train\happy\Training_12651558.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\073-02.png,train
data\FER\train\happy\Training_12661878.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\074-00.png,train
data\FER\train\happy\Training_12662198.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\074-01.png,train
data\FER\train\happy\Training_12666993.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\074-02.png,train
data\FER\train\happy\Training_12667569.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\075-00.png,train
data\FER\train\happy\Training_12673371.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\075-01.png,train
data\FER\train\happy\Training_12694430.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\075-02.png,train
data\FER\train\happy\Training_1269926.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\076-00.png,train
data\FER\train\happy\Training_12711586.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\076-01.png,train
data\FER\train\happy\Training_12713631.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\076-02.png,train
data\FER\train\happy\Training_12716701.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\077-00.png,train
data\FER\train\happy\Training_12719875.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\077-01.png,train
data\FER\train\happy\Training_12725663.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\077-02.png,train
data\FER\train\happy\Training_12725885.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\078-00.png,train
data\FER\train\happy\Training_12741453.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\078-01.png,train
data\FER\train\happy\Training_1278231.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\078-02.png,train
data\FER\train\happy\Training_127944.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\079-00.png,train
data\FER\train\happy\Training_12797817.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\079-01.png,train
data\FER\train\happy\Training_12807736.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\079-02.png,train
data\FER\train\happy\Training_12809933.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\080-00.png,train
data\FER\train\happy\Training_12818176.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\080-01.png,train
data\FER\train\happy\Training_12831106.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\080-02.png,train
data\FER\train\happy\Training_12843554.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\081-00.png,train
data\FER\train\happy\Training_12858675.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\081-01.png,train
data\FER\train\happy\Training_12870214.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\081-02.png,train
data\FER\train\happy\Training_12885006.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\082-00.png,train
data\FER\train\happy\Training_12893339.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\082-01.png,train
data\FER\train\happy\Training_12911440.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\082-02.png,train
data\FER\train\happy\Training_12918469.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\083-00.png,train
data\FER\train\happy\Training_12924369.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\083-01.png,train
data\FER\train\happy\Training_12925472.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\083-02.png,train
data\FER\train\happy\Training_12944800.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\084-00.png,train
data\FER\train\happy\Training_12978551.jpg,data\Spectrograms\mel\pop\22050Hz\3-splits\084-01.png,train
